-0.000719,   0.001440,   0.016744,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.973894,   0.029671,    -0.082030,   -0.019629,      0.005386,   -0.021771,    -0.310000,    -0.807000,    9.750000
-0.001168,   0.001739,   0.015456,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.972148,   0.029671,    -0.082030,   -0.014224,      0.001249,   -0.008218,    -0.305000,    -0.804000,    9.764000
-0.000737,   0.001250,   0.015948,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.972148,   0.029671,    -0.082030,   -0.017662,      0.004471,   -0.022908,    -0.308000,    -0.806000,    9.749000
-0.000253,   0.001071,   0.016865,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.972148,   0.029671,    -0.082030,   -0.022467,      0.009959,   -0.016291,    -0.313000,    -0.812000,    9.755000
-0.000172,   0.001127,   0.016900,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.972148,   0.029671,    -0.082030,   -0.019476,      0.006969,   -0.016626,    -0.310000,    -0.809000,    9.755000
-0.000579,   0.001573,   0.018435,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.972148,   0.029671,    -0.082030,   -0.016593,      0.008294,   -0.020618,    -0.307000,    -0.810000,    9.751000
-0.000688,   0.001253,   0.017837,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.970403,   0.029671,    -0.082030,   -0.014752,      0.004717,   -0.025986,    -0.305000,    -0.806000,    9.746000
-0.000912,   0.000400,   0.017958,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.970403,   0.029671,    -0.082030,   -0.012797,      0.010861,   -0.027546,    -0.303000,    -0.812000,    9.744000
-0.000912,   0.000400,   0.017958,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.970403,   0.029671,    -0.082030,   -0.016182,      0.010929,   -0.040489,    -0.306000,    -0.811000,    9.731000
-0.001301,   0.000065,   0.018032,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.970403,   0.029671,    -0.082030,   -0.018710,      0.008622,   -0.024543,    -0.309000,    -0.810000,    9.747000
-0.001737,   0.000281,   0.017433,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.968658,   0.029671,    -0.082030,   -0.016696,      0.002560,   -0.024098,    -0.307000,    -0.804000,    9.748000
-0.001295,   0.000267,   0.018413,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.018361,      0.005645,   -0.012753,    -0.309000,    -0.808000,    9.759000
-0.001097,   0.000228,   0.018891,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.023033,      0.004744,   -0.001646,    -0.314000,    -0.808000,    9.770000
-0.001097,   0.000228,   0.018891,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.026423,      0.002819,   -0.014753,    -0.317000,    -0.805000,    9.757000
-0.001097,   0.000228,   0.018891,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.020877,      0.001058,   -0.030120,    -0.311000,    -0.802000,    9.742000
-0.001067,   0.000323,   0.019401,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.017150,      -0.000198,   -0.039368,    -0.307000,    -0.800000,    9.733000
-0.001633,   0.000144,   0.019547,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.966912,   0.029671,    -0.082030,   -0.014301,      -0.000785,   -0.044520,    -0.304000,    -0.799000,    9.728000
-0.001723,   0.000459,   0.019041,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.963422,   0.029671,    -0.082030,   -0.019326,      0.000294,   -0.045286,    -0.309000,    -0.800000,    9.727000
-0.001395,   0.000445,   0.019531,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.963422,   0.029671,    -0.082030,   -0.023792,      -0.001181,   -0.027206,    -0.314000,    -0.800000,    9.745000
-0.001395,   0.000445,   0.019531,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.963422,   0.029671,    -0.082030,   -0.019663,      0.003475,   -0.022931,    -0.310000,    -0.805000,    9.749000
-0.001395,   0.000445,   0.019531,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.963422,   0.029671,    -0.082030,   -0.010174,      -0.001905,   -0.006590,    -0.301000,    -0.801000,    9.766000
-0.000850,   0.000099,   0.020003,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.961676,   0.029671,    -0.082030,   -0.014291,      -0.001577,   -0.010456,    -0.305000,    -0.801000,    9.762000
-0.001030,   0.000487,   0.019924,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.961676,   0.029671,    -0.082030,   -0.017041,      0.002751,   -0.001988,    -0.308000,    -0.806000,    9.770000
-0.000836,   0.000391,   0.019789,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.959931,   0.029671,    -0.082030,   -0.015539,      0.006137,   -0.018819,    -0.306000,    -0.808000,    9.753000
-0.000912,   0.000392,   0.019932,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.959931,   0.029671,    -0.082030,   -0.012425,      0.004812,   -0.015005,    -0.303000,    -0.807000,    9.757000
-0.001186,   0.000840,   0.019503,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.958186,   0.029671,    -0.082030,   -0.014912,      0.000144,   -0.031376,    -0.305000,    -0.801000,    9.741000
-0.001167,   0.000848,   0.019635,   0.000000,    -0.000000,    -0.020000,    0.000000,   -0.000000,   0.958186,   0.029671,    -0.082030,   -0.020719,      0.004635,   -0.024811,    -0.311000,    -0.806000,    9.747000
-0.001056,   0.000583,   0.019549,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.958186,   0.029671,    -0.082030,   -0.009599,      0.019339,   -0.020921,    -0.300000,    -0.821000,    9.750000
-0.001170,   0.000478,   0.018687,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.958186,   0.029671,    -0.082030,   -0.012482,      0.018014,   -0.016929,    -0.303000,    -0.820000,    9.754000
-0.001376,   0.000226,   0.018060,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.956440,   0.029671,    -0.082030,   -0.018723,      0.015680,   -0.024966,    -0.309000,    -0.817000,    9.746000
-0.001674,   0.000314,   0.018939,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.956440,   0.029671,    -0.082030,   -0.019695,      0.002560,   -0.024009,    -0.310000,    -0.804000,    9.748000
-0.001674,   0.000314,   0.018939,   -0.000000,    -0.000000,    -0.020000,    -0.000000,   -0.000000,   0.956440,   0.029671,    -0.082030,   -0.019776,      0.005796,   -0.026752,    -0.310000,    -0.807000,    9.745000
